"Source","Target","Group","Weight","Weight_2018","Weight_2019","Weight_2020","Weight_2021","Weight_2022","Weight_2023","Weight_2024","From","To"
167,199,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,167,199
168,195,"Collaborator-Collaborator",1,1,1,1,1,1,1,1,168,195
168,208,"Collaborator-Collaborator",1,1,1,1,1,1,1,1,168,208
170,186,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,170,186
170,210,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,170,210
170,229,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,170,229
171,199,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,171,199
172,173,"Collaborator-Collaborator",1,0,0,0,0,0,1,1,172,173
172,193,"Faculty-Collaborator",1,0,0,0,0,0,1,1,172,193
172,214,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,1,1,172,214
173,193,"Faculty-Collaborator",1,0,0,0,0,0,1,1,173,193
173,214,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,1,1,173,214
174,191,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,174,191
174,232,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1,174,232
175,207,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,175,207
176,193,"Faculty-Collaborator",1,0,0,0,0,0,1,1,176,193
176,214,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,1,1,176,214
177,216,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,177,216
177,227,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1,177,227
179,227,"Faculty-Doctoral Fellow",1,0,0,0,1,1,1,1,179,227
179,228,"Faculty-Affiliate Student",1,0,0,0,1,1,1,1,179,228
180,215,"Collaborator-Collaborator",1,1,1,1,1,1,1,1,180,215
180,228,"Affiliate Student-Collaborator",1,1,1,1,1,1,1,1,180,228
181,183,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,181,183
181,219,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,181,219
181,226,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,181,226
181,231,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,181,231
181,233,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,181,233
181,234,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,181,234
183,219,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,183,219
183,226,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,183,226
183,231,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,183,231
183,233,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,183,233
183,234,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,183,234
184,204,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,184,204
184,214,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1,184,214
186,210,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,186,210
186,229,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,186,229
187,230,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,187,230
191,232,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1,191,232
193,202,"Faculty-Doctoral Fellow",2,0,0,0,0,1,2,2,193,202
193,214,"Faculty-Doctoral Fellow",7,0,0,1,2,3,7,7,193,214
194,214,"Doctoral Fellow-Collaborator",3,0,0,3,3,3,3,3,194,214
194,223,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,194,223
195,208,"Collaborator-Collaborator",1,1,1,1,1,1,1,1,195,208
197,214,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1,197,214
200,213,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,200,213
201,228,"Affiliate Student-Collaborator",1,0,1,1,1,1,1,1,201,228
203,232,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1,203,232
205,217,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,205,217
206,209,"Doctoral Fellow-Collaborator",2,0,0,0,2,2,2,2,206,209
206,228,"Affiliate Student-Collaborator",2,0,0,0,2,2,2,2,206,228
209,228,"Doctoral Fellow-Affiliate Student",1,0,0,0,1,1,1,1,209,228
210,229,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,210,229
211,236,"Collaborator-Collaborator",1,1,1,1,1,1,1,1,211,236
212,218,"Collaborator-Collaborator",1,0,0,0,0,0,1,1,212,218
214,222,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1,214,222
214,223,"Doctoral Fellow-Collaborator",1,0,0,1,1,1,1,1,214,223
215,228,"Affiliate Student-Collaborator",1,1,1,1,1,1,1,1,215,228
216,227,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1,216,227
219,226,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,219,226
219,231,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,219,231
219,233,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,219,233
219,234,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,219,234
224,227,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1,224,227
226,231,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,226,231
226,233,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,226,233
226,234,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,226,234
227,228,"Doctoral Fellow-Affiliate Student",1,0,0,0,1,1,1,1,227,228
227,235,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1,227,235
231,233,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,231,233
231,234,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,231,234
233,234,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,233,234
