"Source","Target","Group","Weight","Weight_2018","Weight_2019","Weight_2020","Weight_2021","Weight_2022","Weight_2023","Weight_2024","From","To"
32,47,"Faculty-Collaborator",1,0,0,1,1,1,1,1,32,47
32,66,"Faculty-Collaborator",1,0,0,1,1,1,1,1,32,66
32,70,"Faculty-Collaborator",1,0,1,1,1,1,1,1,32,70
32,82,"Faculty-Collaborator",1,0,0,1,1,1,1,1,32,82
32,113,"Faculty-Collaborator",1,1,1,1,1,1,1,1,32,113
32,129,"Faculty-Collaborator",2,0,0,0,1,1,2,2,32,129
32,130,"Faculty-Faculty",2,0,1,1,2,2,2,2,32,130
32,131,"Faculty-Affiliate Student",2,0,0,0,1,1,2,2,32,131
32,163,"Faculty-Faculty",2,0,0,0,1,1,2,2,32,163
32,168,"Faculty-Collaborator",1,1,1,1,1,1,1,1,32,168
32,175,"Faculty-Collaborator",1,0,0,0,1,1,1,1,32,175
32,185,"Faculty-Collaborator",2,0,0,0,1,1,2,2,32,185
32,188,"Faculty-Collaborator",1,0,0,0,1,1,1,1,32,188
32,195,"Faculty-Collaborator",1,1,1,1,1,1,1,1,32,195
32,198,"Faculty-Collaborator",1,0,0,1,1,1,1,1,32,198
32,207,"Faculty-Collaborator",1,0,0,0,1,1,1,1,32,207
32,208,"Faculty-Collaborator",1,1,1,1,1,1,1,1,32,208
32,211,"Faculty-Collaborator",1,1,1,1,1,1,1,1,32,211
32,236,"Faculty-Collaborator",1,1,1,1,1,1,1,1,32,236
33,41,"Affiliate Student-Collaborator",1,0,0,0,0,0,0,1,33,41
33,102,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,33,102
33,120,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,33,120
33,163,"Faculty-Collaborator",1,0,0,0,0,0,0,1,33,163
33,200,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,33,200
33,213,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,33,213
34,88,"Faculty-Affiliate Student",2,0,0,2,2,2,2,2,34,88
35,126,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,35,126
35,166,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,35,166
35,194,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,35,194
35,214,"Doctoral Fellow-Collaborator",1,0,0,1,1,1,1,1,35,214
36,61,"Faculty-Collaborator",1,0,0,0,0,1,1,1,36,61
36,121,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,36,121
36,137,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,36,137
36,158,"Faculty-Collaborator",1,0,0,0,0,1,1,1,36,158
37,56,"Collaborator-Collaborator",1,0,0,0,0,0,1,1,37,56
37,71,"Collaborator-Collaborator",1,0,0,0,0,0,1,1,37,71
37,93,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,1,1,37,93
37,217,"Collaborator-Collaborator",1,0,0,0,0,0,1,1,37,217
38,45,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,38,45
38,55,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,38,55
38,59,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,38,59
38,90,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,38,90
38,127,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1,38,127
38,155,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1,38,155
38,193,"Faculty-Collaborator",1,0,0,0,0,1,1,1,38,193
38,202,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1,38,202
39,61,"Faculty-Collaborator",1,1,1,1,1,1,1,1,39,61
39,125,"Faculty-Collaborator",1,1,1,1,1,1,1,1,39,125
39,180,"Collaborator-Collaborator",1,1,1,1,1,1,1,1,39,180
39,215,"Collaborator-Collaborator",1,1,1,1,1,1,1,1,39,215
39,228,"Affiliate Student-Collaborator",1,1,1,1,1,1,1,1,39,228
40,52,"Doctoral Fellow-Collaborator",1,1,1,1,1,1,1,1,40,52
40,190,"Collaborator-Collaborator",1,1,1,1,1,1,1,1,40,190
41,67,"Affiliate Student-Collaborator",2,1,1,1,2,2,2,2,41,67
41,102,"Affiliate Student-Collaborator",1,0,0,0,0,0,0,1,41,102
41,120,"Affiliate Student-Collaborator",2,0,1,1,1,1,1,2,41,120
41,129,"Affiliate Student-Collaborator",2,0,0,0,1,1,2,2,41,129
41,131,"Affiliate Student-Affiliate Student",2,0,0,0,1,1,2,2,41,131
41,163,"Faculty-Affiliate Student",9,1,2,3,6,6,8,9,41,163
41,185,"Affiliate Student-Collaborator",2,0,0,0,1,1,2,2,41,185
41,189,"Affiliate Student-Collaborator",1,0,0,0,1,1,1,1,41,189
41,200,"Affiliate Student-Collaborator",1,0,0,0,0,0,0,1,41,200
41,213,"Affiliate Student-Collaborator",1,0,0,0,0,0,0,1,41,213
41,220,"Doctoral Fellow-Affiliate Student",2,1,1,1,2,2,2,2,41,220
41,225,"Affiliate Student-Collaborator",1,0,0,1,1,1,1,1,41,225
41,237,"Affiliate Student-Collaborator",1,0,1,1,1,1,1,1,41,237
42,116,"Collaborator-Collaborator",1,0,0,0,0,0,1,1,42,116
42,163,"Faculty-Collaborator",1,0,0,0,0,0,1,1,42,163
42,169,"Collaborator-Collaborator",1,0,0,0,0,0,1,1,42,169
43,60,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,43,60
43,126,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,43,126
43,153,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,43,153
43,194,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,43,194
43,214,"Doctoral Fellow-Collaborator",1,0,0,1,1,1,1,1,43,214
43,223,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,43,223
44,91,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,44,91
44,128,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1,44,128
44,170,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,44,170
44,186,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,44,186
44,210,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,44,210
44,229,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,44,229
45,55,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,45,55
45,59,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,45,59
45,90,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,45,90
45,127,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1,45,127
45,155,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1,45,155
45,193,"Faculty-Collaborator",1,0,0,0,0,1,1,1,45,193
45,202,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1,45,202
46,172,"Collaborator-Collaborator",1,0,0,0,0,0,1,1,46,172
46,173,"Collaborator-Collaborator",1,0,0,0,0,0,1,1,46,173
46,193,"Faculty-Collaborator",1,0,0,0,0,0,1,1,46,193
46,214,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,1,1,46,214
47,66,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,47,66
47,82,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,47,82
47,198,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,47,198
48,85,"Collaborator-Collaborator",1,1,1,1,1,1,1,1,48,85
48,192,"Collaborator-Collaborator",1,1,1,1,1,1,1,1,48,192
49,108,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,49,108
49,125,"Faculty-Collaborator",1,0,0,0,1,1,1,1,49,125
49,154,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,49,154
49,206,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,49,206
49,209,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1,49,209
49,228,"Affiliate Student-Collaborator",1,0,0,0,1,1,1,1,49,228
50,149,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,50,149
50,193,"Faculty-Collaborator",1,0,0,0,1,1,1,1,50,193
50,214,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1,50,214
51,111,"Faculty-Collaborator",1,0,0,0,1,1,1,1,51,111
51,128,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1,51,128
52,87,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1,52,87
52,115,"Doctoral Fellow-Collaborator",1,0,0,1,1,1,1,1,52,115
52,164,"Faculty-Doctoral Fellow",1,0,0,0,0,1,1,1,52,164
52,187,"Doctoral Fellow-Collaborator",1,0,0,1,1,1,1,1,52,187
52,190,"Doctoral Fellow-Collaborator",1,1,1,1,1,1,1,1,52,190
52,227,"Doctoral Fellow-Doctoral Fellow",1,0,0,0,0,1,1,1,52,227
52,230,"Doctoral Fellow-Collaborator",1,0,0,1,1,1,1,1,52,230
53,73,"Faculty-Doctoral Fellow",1,0,0,0,0,1,1,1,53,73
53,212,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,1,1,53,212
53,218,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,1,1,53,218
54,62,"Faculty-Collaborator",1,0,0,0,0,0,0,1,54,62
54,150,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,54,150
54,158,"Faculty-Collaborator",1,0,0,0,0,0,0,1,54,158
55,59,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,55,59
55,90,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,55,90
55,127,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1,55,127
55,155,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1,55,155
55,193,"Faculty-Collaborator",1,0,0,0,0,1,1,1,55,193
55,202,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1,55,202
56,71,"Collaborator-Collaborator",1,0,0,0,0,0,1,1,56,71
56,93,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,1,1,56,93
56,217,"Collaborator-Collaborator",1,0,0,0,0,0,1,1,56,217
57,134,"Faculty-Affiliate Student",1,0,1,1,1,1,1,1,57,134
57,204,"Affiliate Student-Collaborator",1,0,1,1,1,1,1,1,57,204
58,71,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,58,71
58,80,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1,58,80
58,205,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,58,205
58,217,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,58,217
59,75,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,59,75
59,76,"Collaborator-Collaborator",1,0,0,0,0,0,1,1,59,76
59,90,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,59,90
59,94,"Collaborator-Collaborator",1,0,0,0,0,0,1,1,59,94
59,127,"Doctoral Fellow-Collaborator",2,0,0,0,0,1,1,2,59,127
59,155,"Doctoral Fellow-Collaborator",4,0,0,0,0,1,4,4,59,155
59,176,"Collaborator-Collaborator",1,0,0,0,0,0,1,1,59,176
59,193,"Faculty-Collaborator",5,0,0,0,0,1,5,5,59,193
59,202,"Doctoral Fellow-Collaborator",2,0,0,0,0,1,2,2,59,202
59,214,"Doctoral Fellow-Collaborator",3,0,0,0,0,0,3,3,59,214
60,126,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,60,126
60,153,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,60,153
60,194,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,60,194
60,214,"Doctoral Fellow-Collaborator",1,0,0,1,1,1,1,1,60,214
60,223,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,60,223
61,86,"Faculty-Collaborator",1,0,0,0,1,1,1,1,61,86
61,121,"Faculty-Collaborator",1,0,0,0,0,1,1,1,61,121
61,125,"Faculty-Faculty",2,1,1,1,2,2,2,2,61,125
61,137,"Faculty-Collaborator",1,0,0,0,0,1,1,1,61,137
61,142,"Faculty-Collaborator",1,0,0,0,1,1,1,1,61,142
61,158,"Faculty-Faculty",1,0,0,0,0,1,1,1,61,158
